360.0000 392.0000 cleanMaskUI
395.6857 398.3343 cleanMaskUI
408.8018 411.5382 cleanMaskUI
432.6022 435.4978 cleanMaskUI
484.5184 487.7616 cleanMaskUI
587.5000 592.0000 cleanMaskUI
627.5000 632.5000 cleanMaskUI
654.0919 658.4701 cleanMaskUI
684.0000 705.3000 cleanMaskUI
717.0000 735.0000 cleanMaskUI
757.0000 771.0000 cleanMaskUI
790.0000 795.0000 cleanMaskUI
809.0000 990.0000 cleanMaskUI
